hotel_unit,name,rating,date,review
Go,doni p.,5.1,2022-11-09,"Pelayanan front office kurang friendly. Nginep 2 hari dibilang 1 hari dan kembali dicek lagi, mbaknya kurang senyum. Check out maximal 12.30, sudah confirm di front desk, tapi saat di kamar ditelepon kembali, pada saat telepon saya jelaskan, mbaknya langsung diam. Harusnya sesama front office harus komunikasi. Tidak ada greeting sama sekali padahal sering lewat depan front office, hanya pada diam dan melihat saja. Kondisi kamar oke bersih cuman kamar 1022 pintu kamar mandi susah untuk ditutup. Kondisi kamar bersih dan tersedia 1 air galon di depan lift, jadi yang dapat kamar ujung harus jalan lumayan jauh. Pinjam bantal harus nunggu 45 menit mungkin, staff cowok yang jaga di front office lupa, jadi harus ditelepon ulang,"
Go,H,9.6,2017-06-20,Untuk hotel standar dan kebetulan bangunanya terlihat amat baru sehingga masih segar. Pelayanan oke.
Go,AA,4.8,2023-08-15,Pelayanan front liner atas nama maryam luar biasa 👎🏻.
Go,EV,4.5,2017-11-13,"Seprei kotor tidak diganti, menu sarapan tidak layak, pelayanan tidak ramah, parkir susah"
Go,as,9.7,2019-03-18,"Pelayanan ramah, bisa request posisi kamar."
Go,Listin L.,6.2,2022-12-27,"Receptionist nya sih oke, ramah. Untuk toilet dan kebersihan lantai kamar harus lebih diperhatikan lagi. Khusus untuk satpamnya ga banget. Pelayanan mereka minus sekali! Saat itu kondisi kami kesana memang urgent dan mengharuskan kami untuk diantar dengan kendaraan apa adanya begitu tiba di Jogja. Hmm begitu sampai hotel, pelayanan satpam sangat tak menghormati hanya karena melihat kendaraan apa yang kami naiki. Astagfirullah, penilaiannya hanya sebatas penampilan apa yang dibawa oleh tamunya saja. Tidak ada greeting dan pertolongan sama sekali saat itu. Dan bagi saya sebagai orang yang bergerak di bidang jasa juga, hal tersebut sangat buruk dan dapet merusak citra perusahaan. Coba ya pihak management Grand Orchid Hotel bisa lebih baik lagi dalam melatih dan me-maintenance para satpamnya untuk lebih profesional pada setiap tamu, jangan memandang sebelah mata hanya karena apa yang mereka bawa (jenis kendaraannya)."
Go,AA,5.7,2019-07-30,"Petugas tidak ramah, pelayanan jelek, cukup sekali menginap di hotel ini, sangat menyesal."
Go,ms,8.5,2017-06-12,"Hotel baru namun service-nya memuaskan, recommended juga untuk stay bersama keluarga"
Go,PP,6.9,2017-11-13,"Kamar nggak harum, jadi pertama masuk terlihat aneh"
Go,A***e,9.4,2024-10-06,Kamar nya bersih proses check in nya cepet. Ada deposit 100 K.
Go,ES,6.5,2023-07-26,"Lokasi strategis, namun pelayanannya perlu ditingkatkan. 1. Awal datang, tidak ada yang bantuin turunin barang dari mobil ke lory dorongan, satpam yang ada malah diam saja. 2. Baru kali ini pesan hotel lewat aplikasi, tapi pakai deposit dulu 100rb. 3. Jaringan Wifi nya tidak bisa connect walau sinyalnya full. 4. Amnetis kamar mandinya, hanya sikat gigi. Sampo tidak ada, Sabun pakai tempat yang bisa direfil. 5. Mau pesan cemilan di hotel, tapi ditelpon 3x tidak ada yang angkat. Mohon di review kembali pelayanannya."
Go,GS,8.5,2017-08-28,"Pelayanan yang baik, nyaman, dan bersih"
Go,DO,9.4,2022-05-12,"Pelayanan baik, kamar bagus bersih."
Go,JT,9.4,2017-08-22,"Harga terjangkau, hotel nyaman dan bersih"
Go,MB,5.2,2022-05-05,"Pesan 3 kamar. Sudah request untuk 2 kamar yang connecting, tapi saat check in bilangnya tidak tersedia, padahal sudah pesan hotel dari 3 minggu lalu. Saat check in kamar ready hanya 2, yang 1 harus nunggu lagi, padahal check in sudah di jam 3 sore. Petugas receptionist tidak ramah."
Go,Ricko A.,8.5,2018-12-01,"Pelayanan cukup memuaskan, kamar bersih. Breakfastnya juga sesuai dengan lidah saya. Thanks kapan-kapan nanti ke jogja mampir di hotel ini lagi."
Go,Heman G. I.,9.4,2018-01-29,"Kamar nyaman, dekat dengan bandara."
Go,AG,6.2,2017-09-24,"Fasilitas kamar terbatas, tidak ada hair dryer, refrigerator, toiletries kit hanya sikat gigi. Menu sarapan tidak bervariasi. Tapi kamar cukup bersih"
Go,ES,5.8,2020-01-12,"Seprai kotor, handuk, gelas. Tidak ada peralatan mandi. Bantal kurang. Perlu meningkatkan pemeliharaan"
Go,nd,5.8,2019-12-09,"ruangannya cukup bersih dan bagus, namun pekat bau rokok di dalam ruangan yang membuat tidak nyama. ingin request pindah ruangan, tapi baru check in tengah malem. jadi effort banget, sebaiknya, ada inspeksi terlebih dahulu sebelum ruangan tersebut di pakai oleh pelanggan yang baru. dan ditambah lagi ada bercak darah di selimutnya."
Go,s,9.3,2017-05-15,"Lokasi strategis, Wifi oke, Kamar oke. Pelayanan sangat ramah. Mungkin untuk breakfast agar lebih bervariatif."
Go,HS,9.7,2019-01-21,"Tempat dan pelayanan serta kebersihan yang bagus, pelayan juga ramah namun tempat parkir kurang luas. Terima kasih."
Go,IS,9.7,2020-03-05,"Bagus banget, dekat bandara dan tempat belanja."
Go,FE,6.4,2023-09-25,"Makanan Breakfastnya sedikit variannya, tempat parkir mobil sempit lobby juga sempit, namun kamar dan air panasnya oke, channel tv nya juga banyak."
Go,HS,8.5,2017-11-14,Untuk menu sarapam ditingkatkan
Go,adhitiyas b. p. w.,9.1,2017-11-06,"Sangat recommmend dengan range harga pas dan room yang sesuai bahkan lebih. satu kata ""Comfort"""
Go,LA,9.1,2019-02-03,"Hotelnya bagus, kamarnya luas dan bersih, kamar mandi juga bagus, pelayanan check-in cepat, saya menginap 2 malam, pagi-pagi di tawarkan untuk room cleaning dan ditambahkan minuman dalam kamar, good banget.."
Go,RI,9.4,2019-06-07,Bagus tempatnya. Agak jauh dari Malioboro. AC-nya dingin. Air panasnya kurang panas. Staf 100% ramah.
Go,GK,8.8,2018-09-05,Kamarnya luas. Pemandangannya bagus dari atas. Lumayan dekat dengan kota.
Go,fina k.,6.1,2019-01-29,1. Tempatnya agak kedalam. 2. Seperti baru jadi lantai kotor tapi ruangan luas.
Go,MM,8.5,2023-05-05,Mantap untuk tempat beristirahat bersama keluarga. Happy. Bersih. Dan para petugasnya ramah 👍.
Go,Muhammad f. a. w. g.,9.3,2017-05-08,Hotelnya keren..harganya juga...
Go,AP,6.3,2019-12-29,"Kamar yang saya tempati kelihatan rapi dan bersih. Namun setelah saya cek detail, saya mendapati selimut bekas injakan dan coffee maker serta gelas bahkan teko yang seperti bekas pakai."
Go,FZ,9.4,2017-05-05,Bagus dan nyaman bersih memuaskan
Go,AS,5.8,2019-06-10,"1. Area parkir kendaraan yang sangat terbatas, sehingga sering tidak dapat tempat parkir, dan diarahkan parkir di hotel lain. 2. Salah satu karyawan Hotel kurang sopan dalam berkomunikasi dengan Tamu (Menurut pengakuan salah satu Frontliner Karyawan tersebut adalah GM di hotel ini) 3. Pintu kamar mandi susah dikunci 4. Kamar kurang bersih, terutama bagian lantai masih ada kotoran, sisa rontokan rambut (mungkin dari tamu sebelumnya) Kedepannya mohon dapat ditingkatkan dalam hal standart grooming dan kebersihan kamar."
Go,NF,6.0,2019-06-08,"Ruangan itu luas, tetapi kebersihan rata-rata. Menu dan layanan sarapan yang buruk di restoran."
Go,as,6.0,2018-09-19,"Belum waktu check-out masih sekitar jam 10 pagi tapi ob sudah buka pintu kamar, sungguh tidak nyaman dengan keadaan itu. Tolong kalau belum check-out jangan berani buka pintu kamar! Tidak ada alasan apapun untuk perbuatan itu."
Go,Titin F.,8.5,2018-01-30,"Kamarnya cukup besar, lokasi dekat dengan bandara, harga sangat kompetitif, recommended untuk yang ngejar flight pagi."
Go,YT,7.4,2017-11-20,"Fasilitas sudah oke, namun pelayanan nya masih kurang oke"
Go,ferdi p.,8.5,2021-10-24,"Cek in cepat, dapat lantai 9 cuman di pakai saudara hehehe."
Go,Ma,5.7,2023-12-30,"Check in ribet harus nunjukkin capture pemesanan, biasanya dimana-mana tinggal nunjukin id card pemesan sesuai nama pesanan, posisi hp mati dan tetep minta capture pemesanan. Ada uang deposit kunci tp karena kwitansinya ke bawa jadi hangus padahal kuncinya ga ilang, makanannya biasa aja, pilihannya dikit."
Go,evi s. a.,8.2,2017-05-22,makanan tidak variatif dan selalu kehabisan padahal masih jam 7.30
Go,Milana D.,6.9,2021-03-22,Kurang suka hehe receptionist-nya tidak cepet tanggap pas aku komplain WiFi-nya tidak bisa di laptop aku. Padahal lagi butuh banget buat ngerjain tugas. Udh di telepon 2x cuma dijawab nanti dikabari lg tapi sampai checkout juga tidakada minta maaf 🙃
Go,OS,8.5,2018-01-02,"Kamarnya nyaman, kamar mandi bersih, lokasi parkir kurang memuaskan karena sempit dan ada yang terpisah dari area hotel, menu makanan kurang variatif dan kurang menarik."
Go,AP,8.5,2019-08-04,Kamar oke lokasi sip makanan sederhana.
Go,cr,8.5,2023-05-17,"Lumayan menginap di sini, cuma kurang bersih sedikit tapi overall, ok lah."
Go,RY,9.7,2018-02-07,"Sangat recommended, bisa diulangi kesitu lagi."
Go,YY,8.1,2018-04-03,Breakfast tidak ada omelette. Hari terakhir menginap tidak ada buffet. Makanan kurang enak. Plusnya kamar Oke lokasi strategis dekat bandara.
Go,r,9.7,2018-02-19,Petugasnya ramah-ramah dan bersih.
Go,LE,8.5,2019-01-02,"Hotel bagus, bersih, tempat parkir kurang."
Go,Bambang H.,8.5,2017-06-06,"Cukup bersih, nyaman, tempat sampah di dalam kamar tidak ada. Tempat parkir mobil jauh."
Go,AP,8.8,2019-10-17,Cukup puas dengan fasilitas hotel untuk harga sekian.
Go,Tori S.,9.4,2017-08-16,Cukup bagus untuk tinggal sebentar
Go,WK,7.2,2018-10-15,"Hotel ini dekat Bandara Adisutjipto Yogyakarta. Layanannya bagus, kamarnya bersih. Air di kamar mandi bisa kita gunakan untuk air panas dan dingin. Namun, saya bertanya-tanya mengapa hotel ini hanya menyediakan sabun untuk cuci tangan, bukan sabun untuk mencuci badan ..? Itu juga tidak menyediakan sampo untuk tamu. Tapi secara keseluruhan tidak apa-apa ..."
Go,RP,9.1,2021-10-03,
Go,NT,6.1,2021-10-28,Kacau ni kartu akses buat naik lift & masuk ke kamar gabisa-gabisa dipake error terus sampe 2x diganti trus kalo mau naik lift harus minta tolong mas/Mbak nya gesek kartu. Untung cuma sehari nginepnya.
Go,Ardiansyah,8.7,2022-02-08,Hotel yang bersih namun staff kurang begitu ramah. Tidak ada telepon kamar untuk menghubungi receptionis atau operator.
Go,MI,8.5,2019-12-30,Cuma tidak ada smoking areanya.
Go,SP,6.6,2019-06-21,Lantai kamar kotor dan wastafel macet.
Go,is,8.5,2017-06-12,"Hotelnya bagus, karena masih baru."
Go,W,10.0,2017-07-19,"Bagus, dengan harga standar, kualitas bagus"
Go,S,6.7,2017-11-28,"Sarapan mengecewakan, dingin, nasi keras, menu tidak lengkap"
Go,AA,6.5,2018-12-16,Kamar tidak sesuai yang dipesan.
Go,IE,9.7,2023-11-06,"Sangat nyaman dan bersih, lokasi strategis, pelayanan juga sangat baik"
Go,MS,9.7,2023-02-16,"Rekomen banget, service nya ok, pemandangannya dapet banget, kamarnya luas estetik."
Go,sj,6.0,2022-05-07,"Kamarnya sih bersih. Dikit sarapannya dikit dikit. Dan masakannya itu gak enak, gak masalah sih klu menunya dikit tapi enak masakannya. Ini mah yaa allah, saban hari menunya kwetiau mulu yang rasanya asin banget."
Go,Nurul H.,9.7,2017-08-28,"Tempat yang sangat baik untuk tinggal, itu adalah anggrek grand terbaik"
Go,Falikh w.,9.4,2017-06-05,"Hotel bersih, pelayanan yang ramah."
Go,BA,8.5,2022-04-02,"Nyaman view nya bagus, dapet momen sunrise."
Go,td,8.5,2017-07-22,Tempat parkir kurang memadai.
Go,MF,6.0,2021-06-17,Sebenarnya sudah sesuai dengan di foto. Hanya saja AC kurang dingin dan bak sampah hanya ada di kamar mandi. Overall mantap.
Go,RR,4.8,2018-10-22,"Kecewa! Hotel tidak nyaman sama sekali, debu dimana-mana dan sprei tidak diganti, bedcover juga, dan badan saya gatal-gatal."
Go,a,8.8,2019-07-07,"So far lumayan, cuma kebersihan perlu ditingkatkan lagi, ketika masuk lantainya agak berdebu, tapi petugas langsung membantu membersihkan."
Go,CI,8.8,2017-10-20,Mungkin harus diberi parfum ruangan
Go,Justin,8.6,2024-01-16,Bagus hotelnya sarapannya enak. Saran aja mungkin resepsionis bisa lebih ramah lagi dan kaca jendela di bersihkan karena kebetulan yang kamar atas saya tempati kaca nya kotor dan dicek kembali kebersihan sprei nya. Thankyou.
Go,LH,6.1,2018-07-27,Hotel bintang tiga yang restorannya tutup pada waktu makan malam atau tidak bisa pesan makan malam. Menu sarapan yang sangat minim untuk hotel berbintang tiga. Kebersihan juga kurang. Tidak ada kulkas di dalam kamar.
Go,IM,5.1,2019-07-22,"Buruk banget, parkirnya jauh tidak ada petugas. Pinjam sendok kecil untuk suapin bayi malam hari di bilang cuma bisa jam 4 pagi kalau pinjam. Masa nunggu kasih makan jam 4 pagi mas, buat makan malam. Mau ambil sendok ke mobil jauh banget. Saya tidak mau lagi kesini."
Go,dw,6.3,2019-06-07,"Mmm hotel an ristanti terlalu sombong, dan terlalu angkuh cara menegur tamu tidak sopan semestinya sebagai gm bisa ramah. Kami menginap tengal 5 sampai 8 juni 2019. Hari kedua kamar tidak dibersihkan ada kecoa dan ada bekas sepatu housekeeping, saya komplain dan di bantu manager shift malam dengan bapak wisnu, Sibapak seorang manager yang sangat sopan dan baik bahkan dia yang membersihkan kamar kami sendiri, Andai banyak staf yang seperti pak wisnu pasti hotel ini tambah maju karena tamunya merasa terbantu. Sebenarnya hotel ini lumayan sesuai harganya sayangnya mempunyai sdm yang kurang bagus. Ini kali ke 3 saya menginap di sini. tapi baru kali ini kecewa."
Go,RW,8.5,2018-07-11,
Go,Arsi A.,5.2,2019-02-23,"Berisik, penuh dengan rombongan. Sangat tidak disarankan untuk individual atau family travelers. Kamar tidur dan kamar mandi juga tidak bersih."
Go,DS,8.5,2024-05-17,Pas top iyes good in the view good yes.
Go,S,6.0,2018-09-26,Makanan kurang enak untuk hotel bintang 3.
Go,Desi A. P.,9.4,2022-05-05,"Kamar pesen queen awalnya dikasih double bed tapi pas udah komplain ke recepcionist langsung diganti sesuai pesenan, nyaman bersih sesuai ekspektasi kok, tapi jendelanya g bisa dibuka apa emang ga bisa dibuka ya, handuknya agak sobek sama telpon nya g bisa nyambung (mungkin kebetulan)."
Go,M,4.8,2022-05-08,Kotor kamar nya. Meja bangku semua yang di dalam kamar berdebu kaya ga ada penghuninya 1 tahun. Parah.
Go,ARYANTI P.,6.0,2017-03-29,Di hotel grand orchid tidak menyediakan restaurant jadi para tamu susah untuk sarapan.
Go,ES,8.5,2018-04-08,Dekat bandara tetapi tidak tersedia untuk layanan antar-jemput ke bandara.
Go,Fivri A.,9.4,2017-04-25,"Lokasi strategis, nyaman namun pelayanan kurang. Wi-fi lemot."
Go,HS,9.4,2018-03-26,"Pelayanan memuaskan, kamar bersih, dan dekat dengan bandara"
Go,FI,9.1,2022-06-08,"Worth it banget, hotel bagus, receptionist ramah, bersihh, ac dingin, top banget pokonya."
Go,DR,6.3,2022-01-02,"Kamar cukup luas tp AC ga dingin sama sekali. Hal buruk yang saya nilai di sini adalah penampilan dari karyawan kaya habis bangun tidur, pakaian ga rapi & terkesan""yang penting absen kerja"". Menu sarapan kurang variatif."
Go,Evi D. T. U.,8.5,2021-11-01,Enak nyaman. Bersih. Harga terjangkau sesuai dengan fasilitas. Cuman parkirnya aja yang gak muat dan harus parkir digedung sebelah. Its oke besok bakal nginep sini lagi.
Go,Nadhya O. A.,9.1,2019-01-23,"Saya senang, hanya saja kemarin hotel penuh dengan anak-anak sekolah jadi bising dan suasana ramai sekali sehingga menyebabkan agak sedikit kurang nyaman."
Go,M,9.4,2024-05-01,Kamar nya bersih ko. Pelayanan juga oke. Hanya tv channel aja yang kurang.
Go,YN,6.0,2019-11-10,"Kamarnya cukup luas tapi tidak cukup bersih. Perlengkapan mandi tidak sepenuhnya disediakan, tidak menyebabkan sampo dan sabun hanya sedikit jumlahnya"
Go,TS,5.1,2018-06-20,hotel yang sangat buruk.tidak ada resepsionis..kamar kotor
Go,Winata,4.8,2020-01-01,"Parkiran jauh, handuk dan keset kaki belum tersedia saat check-in, sarapannya serba habis, pelayanan parah."
Go,ER,5.9,2017-06-16,"Kurang bersih, berisik tidak kedap suara, kasur tidak enak bikin sakit badan."
Go,va,9.7,2017-06-28,"Semua nya ok... kecuali makanan nya perlu lebih banyak variasi dan di sesuaikan dengan jumlah tamu, agar tamu tidak menunggu makanan kalau mau sarapan."
Go,JL,9.7,2017-05-15,Hotel yang menurut saya Sangat strategis. kemana-mana dekat ke Candi Borobudur cuma 1 jaman ke prambanan cuma 15 menit ke Taman Buah Mangan hutan pinus cuma 1 setengah jam
Go,ST,8.4,2017-09-28,"Tempat yang direkomendasikan, untuk backpacker"
Go,AN,9.4,2017-10-21,Termurah dan terbaik tidak ada yang lebih indah.
Go,Bella A.,9.1,2021-12-14,"Penginapan yang cukup nyaman, kamar bersih hanya saja di toilet tidak ada hairdryer padahal di keterangan kamar yang saya pesan terdapat hairdryer tapi bukan masalah, lokasinya dekat dengan bandara."
Go,R,9.0,2017-12-17,"Lokasi hotel dekat bandara Adi Sucipto, kamar bersih, papan nama hotel tidak terlihat dari jauh."
Go,RA,5.5,2018-05-06,"Staf tidak ramah, begitu check-in tidak ada staf di receptionist, sampai harus meminta satpam untuk dipanggilkan. Begitu staf datang, Tidak ada sapaan, wajah kusut, pakaian tidak rapi dan tidak pakai seragam, kurang tahu dia siapa. Saat check-in juga lama sekali. Berharap bisa istirahat di kamar, ternyata kamar tidak bersih, kolong meja tidak di sapu, bahkan mungkin lantai tidak di pel hanya, disapu saja. Banyak sarang laba-laba di kolong meja dan pintu kamar mandi. Toiletries seadanya, hanya sikat gigi dan sabun. Tidak ada tisu di kamar. Tempat sampah hanya 1 di kamar mandi. Sarapan minimalis, tidak ada pilihan untuk anak-anak karena masakannya pedas, hanya ada mie goreng. Roti tawarnya dingin, baru keluar dari kulkas. Restoran seperti dipasar. Saat itu memang sedang ada rombongan anak sMa dan sMp yang sedang wisata. Cukup mengganggu karena teriak-teriak tengah malam, apalagi dapat kamar dengan connecting door, padahal tidak minta. Hotel bintang 3 rasa hotel melati."
Go,Frian G. M.,9.7,2018-06-24,Kamar bersih serta nyaman dan pelayanan baik.
Go,AP,6.0,2018-10-13,"AC tidak dingin, need maintenance."
Go,AI,9.1,2017-04-11,Tempat yang bagus dan sangat nyaman untuk tinggal.
Go,Lusia A. T.,9.4,2018-07-30,"Hotel sama seperti ulasan dalam app, lokasi strategis, pelayanan bagus"
Go,DA,9.6,2018-01-01,"Hotel bagus, bersih, pelayanan bagus, nyaman, breakfast tidak variatif, all is oke."
Go,sidik p.,6.1,2018-04-23,"Tidak ada pilih makanan, cuma satu, rotipun cuma roti tawar doang, tidak ada tissue di meja makan, dan yang lebih parah, untuk anak lebih dari 3 th kena charge, padahal makanannya tidak ada pilihan."
Go,Hadna T. W.,6.5,2020-01-18,Itu buruk menyebabkan malam tahun baru
Go,FI,6.3,2022-01-02,"Lantai kotor, tidak di sediakan air mineral di dalam kamar, kamar bau, kamar no 714 pintu rusak. Resepsionis ramah. Cekout dan cek in cepat."
Go,sh,8.5,2017-05-18,Hotelnya bagus... sarapan pagi Ok. tapi sayang tempat parkirnya ngga ada. Jadi karena saya bawa mobil agak was-was deh karena parkirnya dipinggir jalan kampung.
Go,O,8.4,2022-01-17,Tidak ada petugas yang menyambut atau membukakan pintu saat keluar-masuk hotel. Resepsionis terkesan acuh atau kurang ramah. Petugas cleaning service ramah.
Go,FD,8.5,2017-08-31,"Kamarnya oke, dengan hot water shower. Ada safety box. Sayang channel tv kabelnya cuma sedikit. Limited parking space. Lift ada 2"
Go,EW,9.7,2024-01-21,Udah langganan. Pokoknya nyaman.
Go,DF,9.7,2023-10-22,"Staff ramah, ruangan bersih, pelayanan hotel cukup baik, wifi dapat diakses. Mantul 👍."
Go,Edo V.,9.7,2017-09-02,Saya suka Grand Orchid Hotel Yogyakarta
Go,a***g,8.8,2024-09-17,"Lumayan sih, padahal pada saat booking minta connecting room tapi infonya tidak ada dan beda type kamarnya, untuk pintu kamar 906 kadang susah untuk membukanya semoga lebih diperbaiki dalam perawatan kamarnya, channel tv kurang jernih gambarnya dan belum smart Tv, ok sih no problem hanya transit saja, untuk breakfast makanan lebih variasi lagi."
Go,P,6.0,2019-06-07,"saya menginap saat libur lebaran tahun ini (2019) dan saat makan pagi saya kecewa dengan pelayanannya karena refill makanan dan minumannya mengecewakan. sudah konsekuensi liburan lebaran maka tamu banyak dan makanan serta minuman saat sarapan akan cepat habis namun pelayanan utk merefill makanan serta minuman sangat amat lama sekali. saya harus menunggu hingga 30 menit utk bisa mendapatkan nasi goreng terisi lagi, saya bahkan tidak mendapat buah sama sekali karena tidak diisi2 kembali dan utk mengisi minum pum saya harus menunggu hingga 30 menit juga. sangat mengecewakan!!"
Go,FF,8.8,2023-04-25,"Lokasi Strategis. Gak sempat nyobain sarapan, pelayanan helpful."
Go,MI,9.4,2018-11-14,keramahan yang luar biasa. dekat dengan bandara.
Go,CP,5.1,2022-06-22,"Handuk keset tidak tersedia, sprei kotor dan bernoda cukup banyak, sampah puntung rokok dan debu berserak di depan kamar, gelas teko bersemut. Proses check in juga sangat lama, sangat mengecewakan."
Go,Bambang H.,6.0,2018-11-21,Sangat kecewa dengan pelayanan hotelnya!
Go,ET,8.5,2018-11-09,Kamar dan makanan sangat baik untuk harga yang pas.
Go,KA,9.7,2018-11-20,"Dekat dengan bandara, ekonomis, nyaman."
Go,HH,5.5,2023-05-23,"Saya membayar 369.000 untuk satu malam menginap. Jadi, saya tahu apa yang diharapkan. Tidak ada yang mewah, tapi saya mengharapkan kamar yang bersih dan kompak. Tapi hotel ini, sangat kotor, kamarnya sebenarnya cukup bagus jika mereka melakukan pembersihan mendalam mungkin sebulan sekali, jadi noda ini bisa hilang. Debu dan noda di mana-mana. Yang terburuk adalah, sprei! Rasanya mereka tidak pernah menggantinya selama 3 bulan! Mungkin?! Saya, suami, dan bayi saya mengalami ruam di kulit karena kurangnya kebersihan hotel ini. Pelayanan juga sangat tidak ramah, saya check-in jam 8 malam dan resepsionisnya sangat tidak ramah. Bantal juga hanya diberikan satu untuk setiap tempat tidur, dan bantalnya sangat tipis dan tidak nyaman. Saya meminta lebih banyak keset karena bayi saya tidak sengaja menumpahkan susu sehingga saya perlu lebih banyak keset untuk dibersihkan, mereka tidak pernah memberikannya kepada saya sampai saya check out. Hotel terburuk yang pernah saya pesan di sini. Jangan tertipu oleh foto-fotonya, mungkin itu adalah foto-foto dari beberapa tahun yang lalu! Periksa ulasan terbaru mereka di google, hampir semua tamu baru-baru ini memberikan ulasan buruk."
Go,RA,8.7,2018-04-16,"Lokasi cukup strategis dekat dengan airport, Sayang fasilitas kurang memadai (tidak ada kolam renang/gym). Sebersihan kamar kurang karena terdapat beberapa rambut dilantai dan bekas kotoran dilantai tidak dibersihkan."
Go,DL,9.7,2021-12-21,"Mantaps sekali, petugas ramah. Nginep 2 hari 2 malam tidak ada masalah. Semoga nanti menginap lagi"
Go,EP,6.7,2021-10-19,"Kamar ok, view juga ok. Namun di lantai 8 no wifi, padahal mau nyambi kerja. Pesan kamar with breakfast, hari pertama breakfast ready jam 11 (itupun saya tanya dulu). Hari kedua jam 8 udah ready, walaupun selama dua hari dapet menu nasidus bukan yang prasmanan ala resto."
Go,H,5.6,2023-09-05,"Kami dari luar kota check in sore hari sekitar pukul 17 di kamar lantai 3, langsung mau mandi, heater tidak berfungsi, dan TV layarnya berwarna biru, tidak enak dilihat, kami tanyakan ke reception untuk TV dijawab memang salurannya seperti itu, untuk heater kami sudah komplain 3x, hanya dijawab maaf maaf ini sedang diusahakan, kami juga minta untuk pindah kamar sampai 2x agar bisa segera mandi tapi responnya tidak jelas, dan tidak ada tanda-tanda kami diusahakan pindah kamar, akhirnya kami tidak mandi karena buru-buru ada acara di luar, sampai kami kembali lagi ke hotel sekitar jam 21 malam, kondisi heater tetap tidak berfungsi dan kami tetap dijawab diusahakan, sampai akhirnya suami harus turun ke reception dan setengah memaksa untuk pindah kamar akhirnya baru dikasih pindah kamar di lantai 5, tapi kami sudah kesal atas respon hotel yang terlalu lama dan hanya dijawab maaf maaf."
Go,RM,9.4,2021-06-05,"Sangat bersih kamarnya, ramah-ramah juga, pasti balik lagi."
Go,km,8.5,2022-05-02,Lokasi di tengah kota. Sarapan rasanya lumayan. Wifi kencang. Kamar bersih.
Go,SH,8.5,2017-07-10,"Pelayanan mesti ditingkatkan lagi ya, untuk sementara cukup memuaskan."
Go,sa,8.3,2017-05-18,Good.. Menu sarapannya mohon lebih bervariasi.
Go,,9.7,2023-08-13,Hotelnya nyaman dan strategis lokasinya. AC-nya dingin.
Go,AP,8.5,2017-08-19,Low budget good place deket sama bandara juga
Go,BS,9.0,2017-09-29,"sangat nyaman, tidak repot lagi."
Go,,9.4,2019-04-04,Recommended. nyaman dan aman jika ingin menginap di sekitar bandara.
Go,FA,8.5,2023-08-31,Antara lokasi hotel dan fasilitas dibanding harga cukup worth it. Menu sarapan cukup pas di lidah dan variasi nya pun lumayan. Hanya sayangnya pas check out subuh gak dapat Snack box.
Go,Syifa S.,9.1,2018-09-11,"Kamar ini sangat bersih. Sangat nyaman sekali. Tapi, kamu harus pergi untuk mendapatkan makananmu. Tapi, di dekat hotel ada makanan yang disebut &quot;nasi uduk&quot; buka di pagi hari sampai jam 6 sore."
Go,MA,9.7,2017-08-30,"mantap ,tingkatkan pelayanan ."
